First name,Name,Citation,SDG
William,Brink,"BRINK, W., HANSEN, V. (2018). Using big data to identify tax risk. <i>Tax Adviser</i>.",
William,Brink,"BRINK, W., HANSEN, V. (2020). The Effect of Tax Authority Developed Software on Taxpayer Compliance.. <i>Accounting Horizons</i>.",NONE
William,Brink,"BRINK, W., KUANG, J., MAJERCZYK, M. (2021). The Effects of Minimum-Wage Increases on Wage Offers, Wage Premiums and Employee Effort Under Incomplete Contracts. <i>Accounting, Organization and Society</i>.",NONE
William,Brink,"BRINK, W., LEE, L. (2015). The Effect of Tax Preparation Software on Tax Compliance: A Research Note. <i>Behavioral Research in Accounting</i>.",
William,Brink,"BRINK, W., LEE, L. (2016). Data Visualisations: Looks can be Deceiving. <i>CGMA Magazine</i>.",
William,Brink,"BRINK, W., LEE, L. (2020). Trust in Cloud-Based Services:  A Framework for Consumer Adoption of Software as a Service.. <i>Journal of Information Systems</i>.",NONE
William,Brink,"BRINK, W., PORCANO, T. (2016). The Impact of Culture and Economic Structure on Tax Morale and Tax Evasion: A Country-Level Analysis Using SEM. <i>Advances in Taxation</i>.",
William,Brink,"BRINK, W., QUICK, L. (2016). Accounting Doctoral Program Characteristics:  A Guide for Prospective Students.. <i>Advances in Accounting Education</i>, <i>18</i>, 69-109.",
William,Brink,"BRINK, W., STOEL, D. (2018). Analytics Knowledge, Skills, and Abilities for Accounting Graduates. <i>Advances in Accounting Education</i>, <i>22</i>.",
William,Brink,"BRINK, W., WHITE, R. (2015). The Effects of a Shared Interest and Regret Salience on Tax Evasion. <i>Journal of the American Taxation Association</i>.",
William,BRINK,"EATON, T., BRINK, W., HEITGER, D. (2023). How Students View the Accounting Profession. <i>Journal of Accountancy</i>.",Quality Education
William,Brink,"EATON, T., REFFETT, A., GRENIER, J., BRINK, W. (2019). Deterring Unethical Behavior in Online Labor Markets. <i>Journal of Business Ethics</i>.",NONE
William,Brink,"EVANS, A., BRINK, W., LEE, L., HENNIG, C. (2016). Using Excel in the Classroom: Performing a Multilevel Tax Analysis of an S Corporation Conversion. <i>Tax Adviser</i>.",
William,Brink,"FRANK, M., BRINK, W. (2018). Using Excel to Evaluate the Taxation of Investment. <i>Tax Adviser</i>.",
William,Brink,"LEE, L., HANSEN, V., BRINK, W. (2020). Tax Retirement Savings Using an Excel Spreadsheet Approach. <i>Issues in Accounting Education</i>.",NONE
William,Brink,"REFFETT, A., BRINK, W., GRENIER, J., PYZOHA, J. (2019). The Effects of Clawbacks on Auditors' Risk Assessments and Propensity to Propose Restatements. <i>Journal of Business Ethics</i>.",NONE
William,BRINK,"SCHWEBKE, J. M., BRINK, W., HANSEN, V. J., KELLIHER, C. F. (2024). Pre-Populated Tax Returns: Individual Taxpayer Adoption and the Effect on Compliance. <i>Behavioral Research in Accounting</i>, <i>36</i> (1), 85-103. doi:10.2308/BRIA-2022-018.",NONE
William,Brink,"ZIELINSKI, N., BRINK, W., GRENIER, J., PYZOHA, J., REFFETT, A. (2019). PRACTITIONER SUMMARY: The Effects of Clawbacks on Auditors' Propensity to Propose Restatements and Risk Assessments. <i>Current Issues in Auditing</i>.",NONE
William,Collins,"COLLINS, W., THOMASSON, M. (2004). The Declining Contribution of Socioeconomic Disparities to the Racial Gap in Infant Mortality Rates. <i>Southern Economic Journal</i>, <i>70</i> (4), 746-776.",
William,Collins,"NIEMESH, G., COLLINS, W. (2019). Unions and the Great Compression of American Inequality, 1940-1960. <i>The Economic History Review</i>. doi:https://doi.org/10.1111/ehr.12744.","Decent Work and Economic Growth, Reduce Inequalities"
William,Davis,"DAVIS, W., BENAMATI, J. (. (2003). E-Commerce Basics: Technology, Foundations, and E-Business Applications.",
William,EDERINGTON,"BAGH, A., EDERINGTON, W. (2024). Equity?efficiency tradeoffs in international bargaining. <i>Economic Inquiry</i>, <i>62</i> (2), 782-804. doi:10.1111/ecin.13201.","Partnerships for the Goals, Peace, Justice and Strong Institutions, Reduce Inequalities"
William,EDERINGTON,"BENGURIA, F., EDERINGTON, W. (2023). Decomposing the effect of trade on the gender wage gap. <i>Canadian Journal of Economics / Revue Canadienne D'Economique</i>, <i>56</i> (3), 1082-1120. doi:10.1111/caje.12668.",Gender Equality
William,EDERINGTON,"EDERINGTON, W. (2022). The Good News and Bad News About International Environmental Agreements. <i>Vox EU</i>.","Affordable and Clean Energy, Climate Action"
William,EDERINGTON,"EDERINGTON, W. (2022). The Short and Long-Run Effects of International Environmental Agreements on Trade. <i>Journal of International Economics</i>, <i>139</i>.","Affordable and Clean Energy, Climate Action"
William,EDERINGTON,"EDERINGTON, W. (2024). Equity-Efficiency Tradeoffs in International Bargaining. <i>Economic Inquiry</i>, <i>62</i>, 782-804.","Peace, Justice and Strong Institutions, Reduce Inequalities"
William,EDERINGTON,"EDERINGTON, W., LEVINSON, A., MINIER, J. (2005). Footloose and Pollution-Free. <i>Review of Economics and Statistics</i>, <i>87</i> (1), 92-99. doi:10.1162/0034653053327658.",
William,EDERINGTON,"EDERINGTON, W., MINIER, J. (2003). Is environmental policy a secondary trade barrier? An empirical analysis. <i>Canadian Journal of Economics / Revue Canadienne D'Economique</i>, <i>36</i> (1), 137-154. doi:10.1111/1540-5982.00007.",
William,EDERINGTON,"EDERINGTON, W., MINIER, J., JILL STOWE, C. (2019). Risk and Discrimination. <i>The BE Journal of Economic Analysis and Policy</i>, <i>19</i> (3). doi:10.1515/bejeap-2017-0204.",Gender Equality
William,EDERINGTON,"EDERINGTON, W., MINIER, J., TROSKE, K. R. (2024). Trade and labor market segregation in Colombia. <i>Review of International Economics</i>, <i>32</i> (4), 1645-1670. doi:10.1111/roie.12744.","Decent Work and Economic Growth, Gender Equality, Reduce Inequalities"
William,EDERINGTON,"EDERINGTON, W., PARASCHIV, M., ZANARDI, M. (2022). The short and long-run effects of international environmental agreements on trade. <i>Journal of International Economics</i>, <i>139</i>, 103685. doi:10.1016/j.jinteco.2022.103685.","Affordable and Clean Energy, Climate Action, Good Health and Well-Being, Industry, Innovation and Infrastructure, Partnerships for the Goals, Responsible Consumption and Production"
William,Even,"CURME, M., EVEN, W. (1995). Pension Coverage and Borrowing Constraints. <i>Journal of Human Resources</i>.",
William,Even,"EVEN, W. (1987). Career Interruptions Following Childbirth. <i>Journal of Labor Economics</i>, <i>5</i>, 255-277.",
William,Even,"EVEN, W. (1988). Testing Exogeneity in a Probit Model. <i>Economics Letters</i>, <i>26</i>, 125-128.",
William,Even,"EVEN, W. (1990). Sex Discrimination in Labor Markets:  The Role of Statistical Evidence:  Comment. <i>American Economic Review</i>, <i>80</i>, 287-289.",
William,Even,"EVEN, W. (1992). Determinants of Parental Leave Policies. <i>Applied Economics</i>, <i>24</i>, 35-43.",
William,Even,"EVEN, W. (1997). Can We Afford to Grow Older?  A Perspective on the Economics of Aging. <i>Journal of Economic Literature</i>.",
William,Even,"EVEN, W. (2000). Regulatory Reform and Labor Markets. <i>Review of Social Economy</i>.",
William,Even,"EVEN, W. (2004). Coming Up Short: The Challenge of 401(k) Plans. <i>Journal of Pension Economics and Finance</i>.",
William,Even,"EVEN, W., , D. M. (2012). Is Bigger Still Better?  The Decline of the Wage Premium at Large Firms. <i>Southern Economic Journal</i>.",
William,Even,"EVEN, W., CURME, M. (1995). Pension Coverage and Borrowing Constraints. <i>Journal of Human Resources</i>, <i>30</i>, 701-712.",
William,Even,"EVEN, W., CYMROT, D., DUNLEVY, J. (2001). Who's on First?':  An Empirical Study of the Coase Theorem in Baseball. <i>Applied Economics</i>, <i>33</i>, 593-603.",
William,Even,"EVEN, W., FLETCHER, D., NIEMESH, G., SMITH, A. (2019). Professor Value Added and Student Labor Market Outcomes. <i>Seminar at Miami University</i>, Oxford.",
William,Even,"EVEN, W., FLETCHER, D., NIEMESH, G., SMITH, A. (2019). Professor Value Added and Student Labor Market Outcomes. <i>Seminar at Miami University</i>, Oxford.",
William,Even,"EVEN, W., MACPHERSON, D. (1990). Plant Size and the Decline of Unionism. <i>Economics Letters</i>, <i>32</i>, 393-398.",
William,Even,"EVEN, W., MACPHERSON, D. (1990). The Gender Gap in Pensions and Wages. <i>Review of Economics and Statistics</i>, <i>72</i>, 259-265.",
William,Even,"EVEN, W., MACPHERSON, D. (1991). The Impact of Unionism on Fringe Benefit Coverage. <i>Economics Letters</i>, <i>36</i>, 87-91.",
William,Even,"EVEN, W., MACPHERSON, D. (1993). The Decline of Private-Sector Unionism and the Gender Wage Gap. <i>Journal of Human Resources</i>, <i>28</i>, 279-296.",
William,Even,"EVEN, W., MACPHERSON, D. (1994). Employer Size and Compensation:  The Role of Worker Characteristics. <i>Applied Economics</i>, <i>26</i>, 897-907.",
William,Even,"EVEN, W., MACPHERSON, D. (1994). Gender Differences in Pensions. <i>Journal of Human Resources</i>, <i>29</i>, 555-587.",
William,Even,"EVEN, W., MACPHERSON, D. (1994). Why did Male Pension Coverage Decline in the 1980s? <i>ILR Review (Industrial and Labor Relations Review)</i>, <i>47</i>, 439-453.",
William,Even,"EVEN, W., MACPHERSON, D. (1996). Employer Size and Labor Turnover:  The Role of Pensions. <i>ILR Review (Industrial and Labor Relations Review)</i>, <i>49</i>, 707-728.",
William,Even,"EVEN, W., MACPHERSON, D. (1996). The Consequences of Minimum Wage Indexing. <i>Contemporary Economic Policy</i>, <i>14</i>, 67-77.",
William,Even,"EVEN, W., MACPHERSON, D. (1997). The Consequences of Non-FICA Status in State and Local Pension Plans. <i>National Tax Association Meetings</i>.",
William,Even,"EVEN, W., MACPHERSON, D. (2000). The Changing Distribution of Pension Coverage. <i>Industrial Relations: A journal of economy and society</i>, <i>39</i>, 199-227.",
William,Even,"EVEN, W., MACPHERSON, D. (2003). Racial and Ethnic Differences in Pension Wealth. <i>Research in Labor Economics</i>, <i>22</i>, 205-227.",
William,Even,"EVEN, W., MACPHERSON, D. (2003). The Wage and Employment Dynamics of Minimum Wage Workers. <i>Southern Economic Journal</i>, <i>69</i>, 679-690.",
William,Even,"EVEN, W., MACPHERSON, D. (2004). Company Stock in Pension Funds. <i>National Tax Journal</i>, <i>57</i>, 299-313.",
William,Even,"EVEN, W., MACPHERSON, D. (2004). When Will the Gender Gap in Retirement Income Narrow. <i>Southern Economic Journal</i>, <i>71</i>, 182-200.",
William,Even,"EVEN, W., MACPHERSON, D. (2005). The Effect of Employer Matching in 401(k) Plans. <i>Industrial Relations: A journal of economy and society</i>, <i>44</i> (3), 525-549.",
William,Even,"EVEN, W., MACPHERSON, D. (2007). The Distributional Consequences of the Shift to Defined Contribution Plans. <i>Industrial Relations: A journal of economy and society</i>, <i>46</i> (3), 551-581.",
William,Even,"EVEN, W., MACPHERSON, D. (2008). Pension Investments in Employer Stock. <i>Journal of Pension Economics and Finance</i>, <i>7</i> (1), 67-93.",
William,Even,"EVEN, W., MACPHERSON, D. (2009). Managing Risk Caused by Pension Investments in Company Stock. <i>National Tax Journal</i>, <i>57</i>, 439-453.",
William,Even,"EVEN, W., MACPHERSON, D. (2010). Growth of Participant Direction in Defined Contribution Plans. <i>Industrial Relations: A journal of economy and society</i>, <i>49</i> (2), 190-208.",
William,Even,"EVEN, W., MACPHERSON, D. (2014). The Effect of the Tipped Minimum Wage on Employees in the US Restaurant Industry. <i>Southern Economic Journal</i> (80.3), 633-655.",
William,Even,"EVEN, W., MACPHERSON, D. (2014). What do Unions do to Pension Performance? <i>Economic Inquiry</i>, <i>52</i> (3), 1173-1189.",
William,Even,"EVEN, W., MACPHERSON, D. (2018). The Importance of Wage Growth Assumptions in Calculating Economic Damages. <i>Journal of Forensic Economics</i>, <i>27</i> (2), 127-144.",
William,Even,"EVEN, W., MACPHERSON, D. (2019). The Affordable Care Act and the Growth of Involuntary Part-Time Employment.. <i>ILR Review (Industrial and Labor Relations Review)</i>, <i>72</i>, 955-980.",
William,Even,"EVEN, W., MACPHERSON, D. (2019). The Gender Wage Gap and the Fair Calculations Act.. <i>Journal of Forensic Economics</i>.",
William,Even,"EVEN, W., MACPHERSON, D. (2019). Where Does the Minimum Wage Bite Hardest in California? <i>Journal of Labor Research</i>, <i>40</i> (1), 1-23.",
William,Even,"EVEN, W., NOBLE, N. (1992). Testing Efficiency in Gambling Markets. <i>Applied Economics</i>, <i>24</i>, 85-88.",
William,Even,"EVEN, W., SMITH, A. (2018). Greek Life, Academics, and Earnings. <i>Seminar at the University of Maine</i>, Orono.",
William,Even,"EVEN, W., SMITH, A. (2018). Greek Life, Academics, and Earnings. <i>Seminar at the University of Maine</i>, Orono.",
William,Even,"EVEN, W., SMITH, A. (2020). Greek Life, Academics, and Earnings. <i>Journal of Human Resources</i>.",
William,Even,"EVEN, W., TURNER, J. (1999). Has the Pension Coverage of Women Improved? <i>Benefits Quarterly</i>, <i>15</i>, 37-40.",
William,Guthrie,"ANDERSON-COOK, C. M., LU, L., BRENNEMAN, W., DE MAST, J., FALTIN, F., FREEMAN, L., GUTHRIE, W., HOERL, R., JENSEN, W., FARMER, L., LEBER, D., PATTERSON, A., PERRY, M., STEINER, S. H., ... STEVENS, N. T. (2022). Statistical engineering – Part 1: Past and present. <i>Quality Engineering</i>, <i>34</i> (4), 426-445. doi:10.1080/08982112.2022.2106439.",
William,Guthrie,"ANDERSON-COOK, C. M., LU, L., BRENNEMAN, W., DE MAST, J., FALTIN, F., FREEMAN, L., GUTHRIE, W., HOERL, R., JENSEN, W., FARMER, L., LEBER, D., PATTERSON, A., PERRY, M., STEINER, S. H., ... STEVENS, N. T. (2022). Statistical engineering – Part 2: Future. <i>Quality Engineering</i>, <i>34</i> (4), 446-467. doi:10.1080/08982112.2022.2106440.",
William,Holmes,"NIEMESH, G., JONES-FARMER, A., HART, J., HOLMES, W. (2020). The Impact of Land Bank Demolitions on Property Values. <i>Economics Bulletin</i>, <i>40</i> (1), 217-233.",
William,Jones,"DELVECCHIO, D., JONES, W., STENSTROM, E. (2017). Integrating Partitioned Prices via Computational Estimation. <i>American Marketing Association Winter Educators' Conference</i>, Orlando.",
William,Jones,"DELVECCHIO, D., JONES, W., STENSTROM, E. (2017). Integrating Partitioned Prices via Computational Estimation. <i>American Marketing Association Winter Educators' Conference</i>, Orlando.",
William,Jones,"DELVECCHIO, D., JONES, W., STENSTROM, E. (2017). Integrating Partitioned Prices via Computational Estimation. <i>Psychology & Marketing</i>, <i>34</i> (8), 823-835. doi:org/10.1002/mar.21025.",NONE
William,Mawer,"BECKER, P., MAWER, W., SPEERS, J. (2006). Teaching Aid for the UCC: a pedagogical approach to teaching the UCC with the legal research systems of Times, Locations, and Word Definitions. <i>Southern Law Journal</i>.",
William,Mawer,"BECKER, P., MAWER, W., SPEERS, J., HOWARD, R. (2007). Contracts for the International Sale of Goods  (CISG): Research System for Time and Locations.. <i>Southern Law Journal</i>.",
William,McDaniel,"HARPER, J., MCDANIEL, W. (2007). Asset Volatility and Equity Value. <i>Journal of Financial and Economic Practice</i>, <i>8</i> (1), 33-52.",
William,MOSER,"BIGGERSTAFF, L., MOSER, W. (2019). The reaction of firm ex ante cost of equity capital to the resolution of shareholder class action lawsuits. <i>Journal of Accounting and Public Policy</i>, <i>38</i> (4), 106669. doi:10.1016/j.jaccpubpol.2019.07.001.",NONE
William,Moser,"CHEN, P. C., NARAYANAMOORTHY, G., MOSER, W. (2022). Are All Types of Real Transaction Management Equal in the Eyes of Bank Lenders? <i>Journal of Business Finance & Accounting</i>.",NONE
William,Moser,"COOK, K., MOSER, W., OMER, T. (2017). Tax Avoidance and Ex Ante Cost of Capital. <i>Journal of Business Finance & Accounting</i>, <i>44</i> (7-8), 1109-1136.",
William,Moser,"MOSER, W. (2007). The Effect of Shareholder Taxes on Corporate Payout Choice. <i>Journal of Financial and Quantitative Analysis</i>, <i>42</i> (4).",
William,Moser,"MOSER, W. (2013). Institutional Shareholders' Investment Horizons and Tax Avoidance. <i>Journal of the American Taxation Association</i>, <i>35</i> (1), 111-134.",
William,Moser,"MOSER, W. (2017). Trading Behavior of Institutional Investors for Firms Approaching Bankruptcy: An Analysis of Who Sells. <i>Financial Management Association Annual Meeting</i>, OHIO.",
William,Moser,"MOSER, W. (2017). Trading Behavior of Institutional Investors for Firms Approaching Bankruptcy: An Analysis of Who Sells. <i>Financial Management Association Annual Meeting</i>, OHIO.",
William,Moser,"MOSER, W. (2018). Tax Avoidance, Managerial Ability and Investment Efficiency. <i>American Taxation Association Mid-Year Meeting</i>, OHIO.",
William,Moser,"MOSER, W. (2018). Tax Avoidance, Managerial Ability and Investment Efficiency. <i>American Taxation Association Mid-Year Meeting</i>, OHIO.",
William,Moser,"MOSER, W. (2019). Capital Gains Taxes and Market Response to Public Announcements. <i>Journal of the American Taxation Association</i>, OHIO.",
William,Moser,"MOSER, W. (2019). Terrorism Risk and Audit Pricing. <i>14th Annual North American Research/Teaching Symposium on Purchasing and Supply Chain Management, Tempe: AZ</i>.",
William,Moser,"MOSER, W., CHENG, C., JONES, S. (2018). Abnormal Trading Behavior of Specific Types of Shareholders Before US Firm Bankruptcy and its Implications for Firm Bankruptcy Prediction. <i>Journal of Business Finance & Accounting</i>, <i>45</i> (9-10), 1100-1138.",
William,Moser,"MOSER, W., CLINCH, G., LINDSEY, B., ODAT, M. (2019). Capital Gains Taxes and Market Response to Public Announcements. <i>Journal of the American Taxation Association</i>, <i>42</i> (1), 1-22.",
William,Moser,"MOSER, W., DHALIWAL, D., KRULL, L., LI, O. (2005). Dividend Taxes and Implied Cost of Equity Capital. <i>Journal of Accounting Research</i>, <i>43</i> (5), 675-708.",
William,Moser,"MOSER, W., KHURANA, I. (2018). Tax Avoidance, Managerial Ability and Investment Efficiency. <i>Abacus</i>, <i>54</i> (4), 547-575.",
William,Moser,"MOSER, W., NEWBERRY, K., PUCKETT, A. (2011). Bank debt covenants and firms' responses to FAS 150 liability recognition:  evidence from trust preferred stock. <i>Review of Accounting Studies</i>, <i>16</i> (2), 355-376.",
William,Moser,"MOSER, W., PUCKETT, A. (2009). Institutional Ownership and the Dividend Tax Penalty. <i>Journal of the American Taxation Association</i>, <i>31</i> (1), 1-23.",
William,MOSER,"WIELAND, M., MOSER, W., JONES, S. (2023). Machine learning and the prediction of changes in profitability. <i>Contemporary Accounting Research</i> (40), 2643-2672.",
William,Muir,"MUIR, W., MILLER, J., GRIFFIS, S., BOLUMOLE, Y., SCHWIETERMAN, M. (2019). Strategic Purity and Efficiency in the Motor Carrier Industry: A Multi-Year Panel Investigation. <i>Journal of Business Logistics</i>.",
William,MYERS,"MYERS, W., JOSEPH, R., GU, L., BA, S. (2019). Space-Filling Designs for Robustness Experiments. <i>Technometrics</i>.",NONE
William,MYERS,"MYERS, W., KRISHNA, A., JOSEPH, R., BRENNEMAN, W. (2022). Robust Experimental Designs for Model Calibration. <i>Journal of Quality Technology</i>.",NONE
William,MYERS,"MYERS, W., WEI, Y., DENG, X. (2024). An Efficient Filtering Approach for Model Estimation in Sparse Regression. <i>Statistical Analysis and Data Mining: The ASA Data Science Journal</i>.",NONE
William,MYERS,"MYERS, W., YIFU, L., DENG, X., RAN, J., WILLIAM, B., BA, S., ZINK, R., ... LANGE, S. (2022). Cluster-based data filtering for manufacturing big data systems. <i>Journal of Quality Technology</i>, <i>54</i> (3), 290-302. doi:10.1080/00224065.2021.1889420.",NONE
William,Neace,"COYLE, J., SMITH, T., LIGHTFOOT, L., NEACE, W., PLATT, G. (2011). Click Here to Share with a Friend. <i>International Journal of Electronic Marketing and Retailing</i>.",
William,"Norton, Jr.","NORTON, JR., W., MURFIELD, M., BAUCUS, M. (2014). Leader Emergence: The Development of a Theoretical Framework. <i>Leadership & Organization Development Journal</i>, <i>35</i> (6), 513-529.",
William,Qualls,"FISHER, G., QUALLS, W. (2013). An Adaptive Marketing Capabilities Perspective of Open Contribution during New Product Development.. <i>INFORMS Society on Marketing Science</i>.",
William,Qualls,"FISHER, G., QUALLS, W. (2015). A Dynamic Marketing Capabilities Perspective of the Effect of Open Contribution on Organizations' Innovation Performance..",
William,Qualls,"FISHER, G., QUALLS, W. (2018). A Framework of Interfirm Open Innovation: Relationship and Knowledge Based Perspectives. <i>Journal of Business and Industrial Marketing</i>, <i>33</i> (2), 240-250.",
William,Qualls,"TANG, T. Y., FISHER, G., QUALLS, W. (2016). Interfirm Alliance Configuration as a Strategy to Reduce Shareholder Risk. <i>Journal of Business Research</i>, <i>69</i> (3), 1199-1207.",
William,Qualls,"TANG, T., FISHER, G., QUALLS, W. (2021). The Effects of Inbound Open Innovation, Outbound Open Innovation, and Team Role Diversity on Open Source Software Project Performance. <i>Industrial Marketing Management</i>, <i>94</i>, 216 - 228.",
William,Ritchie,"RITCHIE, W., NI, J., STARK, E., MELNYK, S. (2019). The Effectiveness of ISO 9001-Based Healthcare Accreditation Surveyors and Standards on Hospital Performance Outcomes: A Balanced Scorecard Perspective. <i>Quality Management Journal</i>, <i>26</i> (4), 162-173.",
William,Ross,"PULIGADDA, S., ROSS, W., GREWAL, R. (2016). Brand Schematicity. <i>Routledge Press, a Taylor & Francis Group in London</i>.",
William,"Ross, Jr","PULIGADDA, S., ROSS, JR, W. (2010). The Unique Effects of Branding On Variety Perception. <i>Journal of Brand Management</i>, <i>18</i> (2).",
William,"Ross, Jr","PULIGADDA, S., ROSS, JR, W., GREWAL, R. (2012). Individual Differences in Brand Schematicity. <i>Journal of Marketing Research</i>, <i>49</i> (1), 115-130.",
William,"Ross, Jr","PULIGADDA, S., ROSS, JR, W., JINJE, C., HOWLETT, E. (2012). The Clash of the Loyalities: The Role of Brand Versus Store Loyalty in A Stockout. <i>Journal of Retailing and Consumer Services</i>, <i>19</i> (6), 570-577. doi:10.1016/j.jretconser.2012.07.002.",
William,Self,"FRIEND, S., JOHNSON, J., SELF, W. (2017). Biting the Hand That Rewards You: Discovering the Reward-Theft Parity Effect. <i>American Marketing Association Summer Educators' Conference</i>.",
William,Stromeyer,"MILLER, J., STROMEYER, W., SCHWIETERMAN, M. (2013). Extensions of the Johnson-Neyman Technique to Linear Models with Curvilinear Effects: Derivations and Analytical Tools. <i>Multivariate Behavioral Research</i>.",
William,Turnley,"ARTHAUD-DAY, M., RODE, J., TURNLEY, W. (2012). Values as Predictors of Individual Organizational Citizentship Behavior in Teams. <i>Journal of Applied Psychology</i>.",
William (Rocky),Newman,"GERHARDT, M., ASHENBAUM, B., NEWMAN, W. (. (2009). Proactive Personality and Job Performance: the Interviewing Roles of Self-Management and Job Tenure. <i>Journal of Occupational and Organizational Psychology</i>, <i>16</i> (1), 61-72.",
William (Rocky),Newman,"NEWMAN, W. (., BRYMER, R. (2016). An Experiential Supply Chain Management Field Study: Effectively Bridging the Gap between Classroom and Practice. <i>Journal of Higher Education Theory and Practice</i>.",
William (Rocky),Newman,"NEWMAN, W. (., GATTIKER, T., HANNA, M., HUANG, X. (2006). Supply Chain Management Integration and Initiatives:  Empirical Support for A Unifying Framework.",
William (Rocky),Newman,"NEWMAN, W. (., HANNA, M. (2003). Operations Management, Activebook.",
William (Rocky),Newman,"NEWMAN, W. (., HANNA, M., GATTIKER, M., HUANG, X. (2009). Charting Supply Chain Management Integration and Initiatives: A Framework to Guide Implementation. <i>American Journal of Business</i>, <i>24</i> (1).",
William (Rocky),Newman,"NEWMAN, W. (., HUANG, X. (2006). SUPPLY CHAIN MANAGEMENT: FROM FRAMEWORK TO TAXONOMY.",
William (Rocky),Newman,"NEWMAN, W. (., KREHBIEL, T. (2007). Linear Performance Pricing: A Collaborative Tool for Focused Supply Cost Reduction. <i>Journal of Purchasing and Supply Management</i>, <i>13</i> (2), 152-165.",
William H.,Woodall,"ANDERSON?COOK, C. M., LU, L., GRAMACY, R. B., FARMER, L., MONTGOMERY, D. C., WOODALL, W. H. (2024). Publishing an applied statistics paper: Guidance and advice from editors. <i>Quality and Reliability Engineering International</i>, <i>40</i> (4), 1918-1934. doi:10.1002/qre.3501.",
William H.,Woodall,"ZWETSLOOT, I. M., FARMER, L., WOODALL, W. H. (2024). Monitoring univariate processes using control charts: Some practical issues and advice. <i>Quality Engineering</i>, <i>36</i> (3), 487-499. doi:10.1080/08982112.2023.2238049.",
William J.,Qualls,"TANG, T. (., FISHER, G., QUALLS, W. J. (2021). The effects of inbound open innovation, outbound open innovation, and team role diversity on open source software project performance. <i>Industrial Marketing Management</i>, <i>94</i>, 216-228. doi:10.1016/j.indmarman.2021.02.013.","Industry, Innovation and Infrastructure, Responsible Consumption and Production"
William J.,Ritchie,"NI, J., MELNYK, S. A., RITCHIE, W. J., FLYNN, B. F. (2016). Why be first if it doesn't pay? The case of early adopters of C-TPAT supply chain security certification. <i>International Journal of Operations & Production Management</i>, <i>36</i> (10), 1161 - 1181. doi:https://doi.org/10.1108/IJOPM-01-2015-0041.",
William J.,Ritchie,"RITCHIE, W. J., MELNYK, S. A., NI, J. (2017). Environmental standard adoption in Marinas: A spatiotemporal analysis of a special form of maritime transportation hubs. <i>Transportation Research Part D: Transport and Environment</i>, <i>55</i>, 11. doi:https://doi.org/10.1016/j.trd.2017.06.013.",
Willis,Jensen,"ANDERSON-COOK, C. M., LU, L., BRENNEMAN, W., DE MAST, J., FALTIN, F., FREEMAN, L., GUTHRIE, W., HOERL, R., JENSEN, W., FARMER, L., LEBER, D., PATTERSON, A., PERRY, M., STEINER, S. H., ... STEVENS, N. T. (2022). Statistical engineering – Part 1: Past and present. <i>Quality Engineering</i>, <i>34</i> (4), 426-445. doi:10.1080/08982112.2022.2106439.",
Willis,Jensen,"ANDERSON-COOK, C. M., LU, L., BRENNEMAN, W., DE MAST, J., FALTIN, F., FREEMAN, L., GUTHRIE, W., HOERL, R., JENSEN, W., FARMER, L., LEBER, D., PATTERSON, A., PERRY, M., STEINER, S. H., ... STEVENS, N. T. (2022). Statistical engineering – Part 2: Future. <i>Quality Engineering</i>, <i>34</i> (4), 446-467. doi:10.1080/08982112.2022.2106440.",
Wilson,Bastos,"NIE, X., BASTOS, W., YANG, Z., JANAKIRAMAN, N. (2022). Experiential Versus Material Purchases: A Local-Global Identity Perspective. <i>Society for Consumer Psychology</i>.",Responsible Consumption and Production
Wilson,Bastos,"NIE, X., YANG, Z., BASTOS, W., JANAKIRAMAN, N. (2021). Experiential Versus Material Purchases: A Cultural Identity Perspective. <i>Association for Consumer Research</i>.","Industry, Innovation and Infrastructure, Responsible Consumption and Production, Sustainable Cities and Communities"
Wilson,BASTOS,"YANG, Z. Y., NIE, X., BASTOS, W., JANAKIRAMAN, N. (2022). Experiential Versus Material Purchases: A Local-Global Identity Perspective. <i>Society for Consumer Psychology</i>.","Industry, Innovation and Infrastructure, Responsible Consumption and Production"
Wing-Yee,Choi,"CHOI, W.-Y., RAJKUMAR, T. M. (1996). Computing for the Disabled. <i>Journal of Computer Information Systems</i>, 77-85.",
WL,Tate,"ELLRAM, L., TATE, W. (2009). Understanding and Managing Complex Services Outsourcing: The Case of Legal Services at Pfizer.",
WL,Tate,"ELLRAM, L., TATE, W., BILLINGTON, C. (2008). Services Supply Management: An Untapped Opportunity. <i>California Management Review</i>.",
WL,Tate,"TATE, W., DOOLEY, K., ELLRAM, L. (2011). Drivers of Supplier Adoption of Sustainable Business Practices. <i>Journal of Business Logistics</i>, <i>32</i> (1), 6-16.",
WL,Tate,"TATE, W., ELLRAM, L. (2009). Offshore Outsourcing of Services:A Managerial Framework. <i>Journal of Business & Industrial Marketing</i>.",
WL,Tate,"TATE, W., ELLRAM, L., BROWN, S. (2009). Offshore Outsourcing of Services: A Stakeholder Perspective. <i>Journal of Services Research</i>.",
WL,Tate,"TATE, W., ELLRAM, L., FEITZINGER, E. (2010). Understanding Factor Market Rivalry in the Supply Chain: A Logistic Perspective. <i>Institute for Supply Management North American Research Symposium</i>.",
